BioSample_ID,SRA_accession,assembly_ID,collection_year,ISO_country_code,host,host_age,host_sex,isolate,isolation_source,isolation_source_category,isolation_latitude,isolation_longitude,genus,organism,AMR_associated_publications,Updated_phenotype_CLSI,Updated_phenotype_EUCAST,used_ECOFF,database,antibiotic_name,ast_standard,laboratory_typing_method,measurement,measurement_sign,measurement_units,platform,resistance_phenotype,species,antibiotic_ontology,antibiotic_ontology_link,country,geographical_region,geographical_subregion
SAMEA2298238,ERS390696,GCA_901248945.1,2012.0,ZAF,Homo sapiens,,male,12291_6#56,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298282,ERS390740,GCA_901248975.1,2012.0,ZAF,Homo sapiens,,male,12162_1#5,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298244,ERS390702,GCA_901249995.1,2012.0,ZAF,Homo sapiens,,female,12291_6#62,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814155,ERS566523,GCA_901250075.1,2011.0,ZAF,Homo sapiens,,female,14913_2#76,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2659069,ERS509097,GCA_901250705.1,2011.0,ZAF,Homo sapiens,,female,14555_4#76,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298293,ERS390751,GCA_901250735.1,2012.0,ZAF,Homo sapiens,,female,12162_1#16,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814168,ERS566536,GCA_901251025.1,2011.0,ZAF,Homo sapiens,,male,14913_2#82,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298295,ERS390753,GCA_901251085.1,2012.0,ZAF,Homo sapiens,,female,12162_1#18,blood & other,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2659081,ERS509109,GCA_901251955.1,2011.0,ZAF,Homo sapiens,,female,14555_4#82,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2627222,ERS497121,GCA_901252075.1,2013.0,GMB,Homo sapiens,,female,14410_4#9,blood,blood,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2204073,ERS356584,GCA_901252455.1,2007.0,PER,Homo sapiens,,male,11511_8#66,blood,blood,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.5,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA2814389,ERS566757,GCA_901252545.1,2013.0,ZAF,Homo sapiens,,female,14936_4#84,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298303,ERS390761,GCA_901252625.1,2012.0,ZAF,Homo sapiens,,female,12162_1#26,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2554135,ERS464636,GCA_901253235.1,2009.0,ZAF,Homo sapiens,,female,13415_7#24,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2627260,ERS497159,GCA_901253525.1,2013.0,GMB,Homo sapiens,,male,14410_4#19,blood,blood,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,40.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2814191,ERS566559,GCA_901253535.1,2011.0,ZAF,Homo sapiens,,male,14913_2#94,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298263,ERS390721,GCA_901253565.1,2012.0,ZAF,Homo sapiens,,male,12291_6#81,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2627264,ERS497163,GCA_901253765.1,2012.0,GMB,Homo sapiens,,female,14410_4#20,lung aspirate,respiratory tract,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,26.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2335919,ERS394113,GCA_901255265.1,2009.0,PER,Homo sapiens,,female,12838_1#81,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA2336124,ERS394318,GCA_901255385.1,2009.0,USA,Homo sapiens,,,12838_1#83,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2298322,ERS390780,GCA_901256085.1,2012.0,ZAF,Homo sapiens,,male,12162_1#45,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2627389,ERS497288,GCA_901256495.1,2012.0,GMB,Homo sapiens,,male,14410_4#46,blood,blood,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,7.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2467430,ERS437187,GCA_901257945.1,2009.0,PER,Homo sapiens,,male,13091_5#77,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,9.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA2627478,ERS497377,GCA_901258145.1,2012.0,GMB,Homo sapiens,,male,14410_4#70,blood,blood,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2813948,ERS566316,GCA_901258425.1,2011.0,ZAF,Homo sapiens,,female,14913_3#23,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298334,ERS390792,GCA_901258475.1,2012.0,ZAF,Homo sapiens,,male,12162_1#57,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658573,ERS508601,GCA_901258505.1,2009.0,ZAF,Homo sapiens,,male,14566_4#20,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298337,ERS390795,GCA_901259005.1,2012.0,ZAF,Homo sapiens,,female,12162_1#60,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2298338,ERS390796,GCA_901259215.1,2012.0,ZAF,Homo sapiens,,male,12162_1#61,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2813957,ERS566325,GCA_901260285.1,2011.0,ZAF,Homo sapiens,,male,14913_3#32,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2336153,ERS394347,GCA_901260355.1,2009.0,USA,Homo sapiens,,,12299_1#41,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2658587,ERS508615,GCA_901260785.1,2009.0,ZAF,Homo sapiens,,male,14566_4#32,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2796692,ERS558303,GCA_901261035.1,2002.0,USA,Homo sapiens,,,14673_3#94,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2336165,ERS394359,GCA_901262045.1,2009.0,USA,Homo sapiens,,,12299_1#53,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2298353,ERS390811,GCA_901262105.1,2012.0,ZAF,Homo sapiens,,male,12162_1#76,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2336172,ERS394366,GCA_901262875.1,2009.0,USA,Homo sapiens,,,12299_1#60,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA3176058,ERS629006,GCA_901263635.1,2010.0,POL,Homo sapiens,,female,15682_1#63,blood,blood,51.9194,19.1451,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,33.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Poland,Europe,Eastern Europe
SAMEA2298363,ERS390821,GCA_901263965.1,2012.0,ZAF,Homo sapiens,,female,12162_1#86,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2336182,ERS394376,GCA_901264075.1,2009.0,USA,Homo sapiens,,,12299_1#70,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA3176063,ERS629011,GCA_901264205.1,2010.0,POL,Homo sapiens,,male,15682_1#66,blood,blood,51.9194,19.1451,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Poland,Europe,Eastern Europe
SAMEA2554197,ERS464698,GCA_901264805.1,2009.0,ZAF,Homo sapiens,,female,13415_7#86,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3176068,ERS629016,GCA_901264975.1,2010.0,POL,Homo sapiens,,female,15682_1#70,blood,blood,51.9194,19.1451,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Poland,Europe,Eastern Europe
SAMEA2627298,ERS497197,GCA_901265845.1,2010.0,GMB,Homo sapiens,,female,14410_5#31,,,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,32.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA2814033,ERS566401,GCA_901266025.1,2011.0,ZAF,Homo sapiens,,female,14913_3#63,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3176081,ERS629029,GCA_901266555.1,2011.0,POL,Homo sapiens,,male,15682_1#79,csf,central nervous system,51.9194,19.1451,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,10.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Poland,Europe,Eastern Europe
SAMEA2627402,ERS497301,GCA_901268905.1,2013.0,GMB,Homo sapiens,,male,14410_5#58,blood,blood,13.4432,-15.3101,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,11.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Gambia,Africa,Sub-Saharan Africa
SAMEA3176120,ERS629068,GCA_901270505.1,2011.0,POL,Homo sapiens,,male,15682_2#5,blood,blood,51.9194,19.1451,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,29.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Poland,Europe,Eastern Europe
SAMEA2814110,ERS566478,GCA_901270645.1,2011.0,ZAF,Homo sapiens,,male,14913_3#87,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3354263,ERS708618,GCA_901272455.1,2014.0,ZAF,Homo sapiens,,female,17138_3#3,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658588,ERS508616,GCA_901272945.1,2010.0,ZAF,Homo sapiens,,male,14566_5#1,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA3354271,ERS708626,GCA_901273195.1,2014.0,ZAF,Homo sapiens,,female,17138_3#7,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2521870,ERS455410,GCA_901273555.1,2004.0,USA,Homo sapiens,,,13414_4#34,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2204139,ERS356650,GCA_901275675.1,2008.0,PER,Homo sapiens,,female,11657_4#85,blood,blood,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,13.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
